EX_cpd00013_m	99.8979979853717
EX_cpd00099_m	100.0
EX_cpd00971_m	99.98527028433047
EX_cpd00254_m	100.0
EX_cpd00063_m	100.00348251281953
EX_cpd00205_m	100.15637955391936
EX_cpd00009_m	100.09691165487489
EX_cpd10515_m	100.0
EX_cpd00034_m	100.03182461266093
EX_cpd00058_m	100.0194110023799
EX_cpd00030_m	100.0182065157951
EX_cpd11574_m	100.0
EX_cpd00149_m	99.82483766376444
EX_cpd00244_m	100.00298473549712
EX_cpd00048_m	100.0095161121076
EX_cpd00104_m	0.1
EX_cpd00393_m	0.07973417884670225
EX_cpd00220_m	0.09272796678608408
EX_cpd00305_m	0.10112766350198689
EX_cpd00644_m	0.3070752009785667
EX_cpd00067_m	0.2760708654694226
EX_cpd10516_m	0.18105014486854165
EX_cpd00528_m	0.15204609067528668
EX_cpd00027_m	0.08021457776758446
EX_cpd00023_m	0
EX_cpd00036_m	0.056808196435808436
EX_cpd00073_m	0.1566174329625813
EX_cpd00159_m	0.013245401354731665
EX_cpd00047_m	0.2541156891404082
EX_cpd00489_m	0.1
EX_cpd00041_m	0.07054595710460075
EX_cpd03662_m	0.1
EX_cpd00098_m	0.1
EX_cpd00130_m	0.03809517666093038
EX_cpd00064_m	0.05727038860513371
EX_cpd00020_m	0.07561195236098102
EX_cpd00264_m	0.06602412599471946
EX_cpd00249_m	0.050320645057578016
EX_cpd00029_m	0.09616360404670242
EX_cpd15432_m	0.016666666666666666
EX_cpd00060_m	0.005114162962085824
EX_cpd00017_m	0.017139140724372004
EX_cpd00010_m	0.019001657131392416
EX_cpd00054_m	0.014372288928455249
EX_cpd00053_m	0
EX_cpd00033_m	0.020816382209290083
EX_cpd00035_m	0.015423326609445618
EX_cpd00039_m	0
EX_cpd00051_m	0.022130966135269766
EX_cpd00065_m	0.025027787404526294
EX_cpd00066_m	0.022905127113525173
EX_cpd00069_m	0.023473230965491716
EX_cpd00084_m	0.017599465273474894
EX_cpd00161_m	0.014693781579249655
EX_cpd00107_m	0.01943031027895511
EX_cpd00118_m	0.036295778119062115
EX_cpd00119_m	0.012953915143126568
EX_cpd00156_m	0.017192836759915904
EX_cpd00322_m	0.012119225060358313
EX_cpd00028_m	0.01052546943968051
EX_cpd00129_m	0.0142324526127997
EX_cpd00132_m	0.017057597912402578
